ID,DATE,TMAX,TMIN,EVAP,PRCP,Latitude,Longitude,Elevation,Region
USW00093784,2017-08-04,317.0,233.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00291469,2016-05-31,283.0,150.0,,25.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1TXDA0053,2015-03-02,,,,30.0,32.8152,-96.8035,150.0,DallasFtWorth
USC00356749,2016-03-01,133.0,78.0,,84.0,45.5181,-122.6894,48.5,Portland
USC00097777,2015-09-25,194.0,139.0,,191.0,32.9744,-82.8045,137.5,Southeast
USC00237452,2015-05-16,289.0,194.0,,193.0,38.6308,-90.2708,157.0,StLouis
US1KYKN0001,2017-10-27,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1KYKN0001,2017-12-22,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIWY0038,2015-09-10,,,,0.0,42.32,-83.09,180.1,Detroit
US1MIKN0032,2015-08-02,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
USC00197627,2015-10-22,,,,0.0,42.0583,-72.0722,208.8,Northeast
USC00197627,2018-09-10,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1OHFR0048,2016-10-12,,,,0.0,39.9946,-83.0131,232.3,Columbus
US1VARN0015,2017-09-30,,,,0.0,37.2809,-79.8791,340.8,Roanoke
US1MASF0001,2018-04-20,,,,41.0,42.357,-71.0671,13.1,Boston
US1FLDV0028,2018-08-30,,,,107.0,30.3157,-81.5985,4.9,Jacksonville
US1MIKN0032,2018-10-01,,,,409.0,42.9919,-85.6944,194.2,GrandRapids
USC00278961,2017-02-18,0.0,-111.0,,0.0,43.9458,-71.5111,435.6,NorthernNewEngland
USW00093784,2016-01-24,11.0,-49.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00291469,2017-02-17,178.0,-22.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00154955,2017-02-14,106.0,-6.0,,0.0,38.2778,-85.7917,134.1,Louisville
USW00093784,2015-10-17,133.0,72.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00356749,2015-05-16,139.0,111.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00278961,2017-09-05,222.0,111.0,,0.0,43.9458,-71.5111,435.6,NorthernNewEngland
USW00023272,2017-09-06,228.0,167.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00291469,2016-08-23,300.0,189.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00386775,2017-06-24,339.0,233.0,,,33.7717,-81.2581,137.5,SouthCarolina
USC00386775,2017-03-12,167.0,11.0,,,33.7717,-81.2581,137.5,SouthCarolina
US1FLMD0023,2017-05-27,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1MIKN0032,2018-12-22,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
US1NCUN0003,2015-01-20,,,,0.0,35.2196,-80.8549,226.8,Charlotte
US1AZMR0410,2017-11-15,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1NVDG0017,2018-08-14,,,,0.0,38.9831,-119.9539,1896.2,West
USC00237452,2017-12-08,39.0,-67.0,,0.0,38.6308,-90.2708,157.0,StLouis
USC00366886,2017-03-18,72.0,-17.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USW00093784,2016-10-26,144.0,67.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00023272,2016-03-25,183.0,106.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
US1MIWY0038,2018-06-09,,,,3.0,42.32,-83.09,180.1,Detroit
US1TNDV0047,2017-01-07,,,,13.0,36.126,-86.7954,193.9,Nashville
US1KYKN0001,2017-01-12,,,,130.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIKN0032,2015-05-12,,,,140.0,42.9919,-85.6944,194.2,GrandRapids
USW00093784,2017-09-05,317.0,200.0,,152.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00386775,2018-02-28,,,,,33.7717,-81.2581,137.5,SouthCarolina
US1FLDV0028,2015-01-23,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1NYKN0025,2015-12-14,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1NYKN0025,2017-11-13,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1ALMB0076,2018-12-13,,,,0.0,30.6865,-88.0674,9.8,NewOrleansMobile
US1KYKN0001,2016-11-03,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1VARN0015,2017-06-29,,,,0.0,37.2809,-79.8791,340.8,Roanoke
US1NVCK0050,2017-02-14,,,,0.0,36.1387,-115.1874,655.0,LasVegas
USC00097777,2016-02-26,222.0,11.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00366886,2016-11-25,128.0,44.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00366886,2016-11-04,222.0,139.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
US1FLMD0023,2018-09-07,,,,38.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
USC00366886,2016-09-01,,228.0,,51.0,39.9586,-75.1728,18.3,Philadelphia
US1NYER0093,2016-06-27,,,,56.0,42.889,-78.8901,178.0,BuffaloRochester
US1CODN0235,2015-07-09,,,,76.0,39.733,-104.9857,1608.1,Denver
US1ILCK0036,2017-11-19,,,,104.0,41.886,-87.621,191.1,Chicago
US1TXHRR165,2016-04-21,,,,107.0,29.7858,-95.3735,14.3,Houston
US1FLMD0023,2016-10-18,,,,183.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLMD0023,2016-05-02,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1TXDA0053,2018-02-13,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1ILCK0036,2018-10-25,,,,0.0,41.886,-87.621,191.1,Chicago
US1TNDV0047,2016-01-06,,,,0.0,36.126,-86.7954,193.9,Nashville
USC00197627,2018-01-26,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1AZMR0410,2017-03-09,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1IDAD0009,2018-03-25,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00366886,2018-01-10,78.0,-11.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00154955,2016-01-30,83.0,-6.0,,0.0,38.2778,-85.7917,134.1,Louisville
USW00093784,2016-02-25,161.0,39.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00023272,2016-08-28,189.0,139.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
US1AZMR0410,2018-02-13,,,,3.0,33.4761,-112.0797,333.5,PhoenixTucson
US1CODN0235,2015-08-19,,,,3.0,39.733,-104.9857,1608.1,Denver
US1MIKN0032,2017-05-27,,,,8.0,42.9919,-85.6944,194.2,GrandRapids
US1NYER0093,2015-09-10,,,,20.0,42.889,-78.8901,178.0,BuffaloRochester
US1FLDV0028,2018-01-09,,,,23.0,30.3157,-81.5985,4.9,Jacksonville
US1FLMD0023,2017-02-28,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1ALMB0076,2017-10-19,,,,0.0,30.6865,-88.0674,9.8,NewOrleansMobile
US1TXHRR165,2016-07-04,,,,0.0,29.7858,-95.3735,14.3,Houston
US1CALA0064,2017-12-01,,,,0.0,34.0809,-118.2729,123.4,LosAngeles
US1CALA0064,2018-02-03,,,,0.0,34.0809,-118.2729,123.4,LosAngeles
US1KYKN0001,2016-09-18,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1AZMR0410,2018-01-27,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1IDAD0009,2018-10-03,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00097777,2018-01-30,178.0,0.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00366886,2016-01-09,67.0,39.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
US1ILCK0036,2018-04-28,,,,5.0,41.886,-87.621,191.1,Chicago
US1FLMD0023,2016-10-27,,,,163.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1MASF0001,2018-04-16,,,,,42.357,-71.0671,13.1,Boston
US1FLMD0023,2018-01-19,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2016-11-28,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1MIWY0038,2017-08-08,,,,0.0,42.32,-83.09,180.1,Detroit
USC00347003,2017-05-06,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1GAFT0046,2016-05-06,,,,0.0,33.7447,-84.373,317.0,Atlanta
US1AZMR0410,2015-04-12,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
USW00093784,2018-03-04,100.0,28.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USW00023272,2017-10-30,150.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00023272,2018-07-24,183.0,133.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00366886,2015-06-17,333.0,211.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
US1TNDV0047,2017-08-09,,,,5.0,36.126,-86.7954,193.9,Nashville
US1WAKG0204,2015-04-02,,,,10.0,47.6091,-122.344,6.1,Seattle
USC00278961,2017-08-12,244.0,150.0,,23.0,43.9458,-71.5111,435.6,NorthernNewEngland
USC00154955,2016-12-24,72.0,0.0,,140.0,38.2778,-85.7917,134.1,Louisville
US1KYKN0001,2015-04-26,,,,152.0,39.0771,-84.5247,164.9,CincinnatiDayton
USC00363698,2016-09-08,322.0,172.0,,356.0,40.2817,-76.8706,128.0,HarrisburgScranton
US1TXHRR165,2015-10-07,,,,0.0,29.7858,-95.3735,14.3,Houston
US1TXDA0053,2017-07-14,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1KYKN0001,2016-11-11,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1AZMR0410,2017-02-05,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1KSBU0024,2016-04-29,,,,0.0,37.9856,-97.0347,406.3,Plains
US1IDAD0009,2015-07-27,,,,0.0,43.6323,-116.2045,827.8,Boise
US1IDAD0009,2018-02-13,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00356749,2016-12-07,33.0,-11.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00141673,2015-06-26,344.0,233.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00291469,2015-01-01,-72.0,-106.0,,3.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1TNDV0047,2017-06-22,,,,36.0,36.126,-86.7954,193.9,Nashville
USC00363698,2017-04-29,261.0,150.0,,69.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00097777,2018-08-18,306.0,217.0,,99.0,32.9744,-82.8045,137.5,Southeast
US1FLOR0028,2016-01-09,,,,107.0,28.5443,-81.357,30.2,Orlando
USC00154955,2015-06-21,317.0,217.0,,127.0,38.2778,-85.7917,134.1,Louisville
US1FLDV0028,2015-08-14,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1WAKG0204,2016-03-31,,,,0.0,47.6091,-122.344,6.1,Seattle
US1CASD0140,2018-05-26,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1KYKN0001,2018-08-06,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
USC00197627,2015-09-02,,,,0.0,42.0583,-72.0722,208.8,Northeast
USC00197627,2017-09-12,,,,0.0,42.0583,-72.0722,208.8,Northeast
USC00291469,2018-04-17,333.0,56.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00237452,2016-10-23,267.0,94.0,,0.0,38.6308,-90.2708,157.0,StLouis
USW00093784,2016-03-10,278.0,156.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00356749,2018-08-14,333.0,183.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00366886,2015-07-11,306.0,222.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00366886,2017-04-28,278.0,183.0,,8.0,39.9586,-75.1728,18.3,Philadelphia
US1NYKN0025,2017-12-23,,,,18.0,40.6846,-73.9867,5.5,NewYork
USC00141673,2017-06-19,267.0,161.0,,18.0,37.0614,-95.6356,224.6,TotalUS
US1FLDV0028,2016-03-31,,,,36.0,30.3157,-81.5985,4.9,Jacksonville
USC00154955,2017-04-12,222.0,144.0,,56.0,38.2778,-85.7917,134.1,Louisville
USC00347003,2015-04-22,,,,99.0,35.9742,-97.0269,271.9,SouthCentral
USW00023272,2017-01-20,128.0,72.0,,267.0,37.7706,-122.4269,45.7,SanFrancisco
US1NYKN0025,2017-10-30,,,,754.0,40.6846,-73.9867,5.5,NewYork
USC00386775,2017-09-03,,,,,33.7717,-81.2581,137.5,SouthCarolina
US1FLMD0023,2016-04-15,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1FLDV0028,2017-04-03,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1KYKN0001,2016-04-14,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1NYER0093,2018-09-09,,,,0.0,42.889,-78.8901,178.0,BuffaloRochester
US1TNDV0047,2018-08-29,,,,0.0,36.126,-86.7954,193.9,Nashville
USC00197627,2018-05-25,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1CODN0235,2016-05-29,,,,0.0,39.733,-104.9857,1608.1,Denver
US1NVDG0017,2018-07-02,,,,0.0,38.9831,-119.9539,1896.2,West
USC00237452,2018-04-07,111.0,-39.0,,0.0,38.6308,-90.2708,157.0,StLouis
USW00093784,2017-06-09,294.0,156.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00291469,2017-08-31,322.0,156.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1KYKN0001,2015-07-10,,,,10.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1IDAD0009,2018-10-06,,,,13.0,43.6323,-116.2045,827.8,Boise
USC00356749,2016-11-12,167.0,111.0,,18.0,45.5181,-122.6894,48.5,Portland
USC00356749,2017-04-17,139.0,89.0,,69.0,45.5181,-122.6894,48.5,Portland
USC00097777,2018-03-26,100.0,61.0,,94.0,32.9744,-82.8045,137.5,Southeast
US1KYKN0001,2015-04-10,,,,109.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1CASD0140,2018-12-06,,,,221.0,32.7221,-117.1327,67.1,SanDiego
USC00141673,2015-07-07,322.0,217.0,,231.0,37.0614,-95.6356,224.6,TotalUS
US1KYKN0001,2018-08-05,,,,681.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIKN0032,2018-08-27,,,,798.0,42.9919,-85.6944,194.2,GrandRapids
US1CALA0064,2017-07-10,,,,0.0,34.0809,-118.2729,123.4,LosAngeles
US1MIWY0038,2017-07-16,,,,0.0,42.32,-83.09,180.1,Detroit
US1MIKN0032,2017-04-02,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
US1KSBU0024,2018-02-21,,,,0.0,37.9856,-97.0347,406.3,Plains
USC00366886,2015-09-23,222.0,150.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00097777,2015-09-21,322.0,167.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00366886,2018-06-25,328.0,200.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00356749,2017-08-02,378.0,211.0,,0.0,45.5181,-122.6894,48.5,Portland
US1MIKN0032,2017-04-28,,,,5.0,42.9919,-85.6944,194.2,GrandRapids
USC00363698,2017-08-20,289.0,167.0,,5.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00363698,2015-02-10,6.0,-28.0,,20.0,40.2817,-76.8706,128.0,HarrisburgScranton
US1TXHRR165,2015-06-02,,,,0.0,29.7858,-95.3735,14.3,Houston
US1TXDA0053,2017-10-20,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1CODN0235,2015-11-12,,,,0.0,39.733,-104.9857,1608.1,Denver
US1CODN0235,2015-11-20,,,,0.0,39.733,-104.9857,1608.1,Denver
USC00278961,2018-03-23,67.0,-44.0,,0.0,43.9458,-71.5111,435.6,NorthernNewEngland
USC00363698,2017-03-18,56.0,-33.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00356749,2017-05-25,228.0,89.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00363698,2015-09-20,278.0,150.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00356749,2015-08-02,283.0,189.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00237452,2015-07-23,289.0,206.0,,0.0,38.6308,-90.2708,157.0,StLouis
USC00363698,2017-07-12,306.0,206.0,,0.0,40.2817,-76.8706,128.0,HarrisburgScranton
US1FLMD0023,2017-06-17,,,,5.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1MIKN0032,2018-05-05,,,,5.0,42.9919,-85.6944,194.2,GrandRapids
USC00363698,2015-12-23,111.0,56.0,,8.0,40.2817,-76.8706,128.0,HarrisburgScranton
USC00154955,2016-01-09,128.0,61.0,,8.0,38.2778,-85.7917,134.1,Louisville
US1CODN0235,2017-03-29,,,,43.0,39.733,-104.9857,1608.1,Denver
US1ALMB0076,2018-12-17,,,,0.0,30.6865,-88.0674,9.8,NewOrleansMobile
US1MIWY0038,2015-10-16,,,,0.0,42.32,-83.09,180.1,Detroit
US1GAFT0046,2017-01-08,,,,0.0,33.7447,-84.373,317.0,Atlanta
US1AZMR0410,2016-11-05,,,,0.0,33.4761,-112.0797,333.5,PhoenixTucson
US1VARN0015,2015-10-23,,,,0.0,37.2809,-79.8791,340.8,Roanoke
US1NVDG0017,2018-11-11,,,,0.0,38.9831,-119.9539,1896.2,West
USW00093784,2016-03-20,61.0,22.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00366886,2016-10-12,189.0,83.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USW00023272,2016-10-26,211.0,139.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00141673,2015-08-24,250.0,144.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00386775,2017-08-22,339.0,200.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USC00386775,2018-08-14,344.0,206.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
USC00141673,2016-06-25,344.0,222.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00291469,2018-11-09,133.0,72.0,,8.0,32.3478,-104.2225,951.0,WestTexNewMexico
USC00291469,2018-01-12,122.0,-22.0,,15.0,32.3478,-104.2225,951.0,WestTexNewMexico
US1AZMR0410,2015-06-05,,,,25.0,33.4761,-112.0797,333.5,PhoenixTucson
US1TXHRR165,2016-07-24,,,,33.0,29.7858,-95.3735,14.3,Houston
USC00097777,2016-09-01,333.0,211.0,,66.0,32.9744,-82.8045,137.5,Southeast
US1MIKN0032,2015-11-01,,,,168.0,42.9919,-85.6944,194.2,GrandRapids
US1FLMD0023,2017-01-08,,,,0.0,25.7349,-80.1636,1.2,MiamiFtLauderdale
US1CASD0140,2016-11-08,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1TNSH0011,2015-03-21,,,,0.0,35.1426,-89.921,83.8,Midsouth
US1MIWY0038,2017-02-21,,,,0.0,42.32,-83.09,180.1,Detroit
US1ILCK0036,2018-10-26,,,,0.0,41.886,-87.621,191.1,Chicago
USC00197627,2018-06-23,,,,0.0,42.0583,-72.0722,208.8,Northeast
US1KSBU0024,2016-10-21,,,,0.0,37.9856,-97.0347,406.3,Plains
USC00154955,2018-06-24,267.0,206.0,,3.0,38.2778,-85.7917,134.1,Louisville
USC00366886,2015-03-02,28.0,-39.0,,122.0,39.9586,-75.1728,18.3,Philadelphia
US1NYER0093,2017-07-14,,,,846.0,42.889,-78.8901,178.0,BuffaloRochester
USC00366886,2016-10-10,183.0,111.0,,,39.9586,-75.1728,18.3,Philadelphia
US1NYKN0025,2016-02-15,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1TXDA0053,2017-05-12,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1KYKN0001,2016-01-26,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1KYKN0001,2016-05-16,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1MIWY0038,2015-03-21,,,,0.0,42.32,-83.09,180.1,Detroit
US1ILCK0036,2017-02-20,,,,0.0,41.886,-87.621,191.1,Chicago
US1ILCK0036,2018-11-21,,,,0.0,41.886,-87.621,191.1,Chicago
US1NVCK0050,2017-09-03,,,,0.0,36.1387,-115.1874,655.0,LasVegas
US1IDAD0009,2018-01-18,,,,0.0,43.6323,-116.2045,827.8,Boise
US1NVDG0017,2018-04-08,,,,0.0,38.9831,-119.9539,1896.2,West
USC00141673,2015-12-22,89.0,-22.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00154955,2015-01-21,156.0,-6.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00097777,2017-10-20,256.0,72.0,,0.0,32.9744,-82.8045,137.5,Southeast
USW00023272,2016-03-29,167.0,83.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00356749,2018-06-12,267.0,94.0,,0.0,45.5181,-122.6894,48.5,Portland
USC00291469,2015-10-13,283.0,133.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USW00023272,2015-09-20,339.0,172.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00308386,2015-07-21,294.0,200.0,,0.0,43.0344,-76.1344,173.4,Syracuse
USC00386775,2017-06-30,328.0,217.0,,0.0,33.7717,-81.2581,137.5,SouthCarolina
US1MIWY0038,2016-10-03,,,,3.0,42.32,-83.09,180.1,Detroit
USC00197627,2015-07-15,,,,10.0,42.0583,-72.0722,208.8,Northeast
USC00278961,2018-02-10,-67.0,-217.0,,10.0,43.9458,-71.5111,435.6,NorthernNewEngland
US1MIWY0038,2018-11-05,,,,20.0,42.32,-83.09,180.1,Detroit
US1NYER0093,2018-07-17,,,,23.0,42.889,-78.8901,178.0,BuffaloRochester
USW00023272,2018-11-23,156.0,128.0,,150.0,37.7706,-122.4269,45.7,SanFrancisco
USC00347003,2018-06-23,,,,178.0,35.9742,-97.0269,271.9,SouthCentral
USC00141673,2015-05-09,267.0,161.0,,185.0,37.0614,-95.6356,224.6,TotalUS
US1GAFT0046,2016-06-29,,,,340.0,33.7447,-84.373,317.0,Atlanta
US1CASD0140,2017-05-02,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1CASD0140,2017-05-17,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1ILCK0036,2016-10-31,,,,0.0,41.886,-87.621,191.1,Chicago
US1KSBU0024,2015-06-26,,,,0.0,37.9856,-97.0347,406.3,Plains
US1KSBU0024,2017-02-15,,,,0.0,37.9856,-97.0347,406.3,Plains
US1NVCK0050,2017-09-02,,,,0.0,36.1387,-115.1874,655.0,LasVegas
USC00278961,2018-10-27,39.0,-33.0,,0.0,43.9458,-71.5111,435.6,NorthernNewEngland
USC00141673,2018-12-03,117.0,6.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00237452,2015-07-18,344.0,278.0,,0.0,38.6308,-90.2708,157.0,StLouis
US1MIKN0032,2018-11-05,,,,61.0,42.9919,-85.6944,194.2,GrandRapids
USC00097777,2017-10-24,256.0,111.0,,114.0,32.9744,-82.8045,137.5,Southeast
USW00093784,2016-09-28,211.0,172.0,,221.0,39.2814,-76.6111,6.1,BaltimoreWashington
US1FLDV0028,2016-10-10,,,,0.0,30.3157,-81.5985,4.9,Jacksonville
US1TXDA0053,2015-08-16,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1TXDA0053,2016-05-08,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
USC00347003,2015-01-31,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
USC00347003,2017-08-22,,,,0.0,35.9742,-97.0269,271.9,SouthCentral
US1IDAD0009,2016-04-07,,,,0.0,43.6323,-116.2045,827.8,Boise
USC00291469,2018-04-10,294.0,83.0,,0.0,32.3478,-104.2225,951.0,WestTexNewMexico
USW00023272,2015-05-14,172.0,117.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USW00023272,2015-10-17,200.0,156.0,,0.0,37.7706,-122.4269,45.7,SanFrancisco
USC00097777,2015-11-07,261.0,156.0,,0.0,32.9744,-82.8045,137.5,Southeast
USW00093784,2018-05-06,200.0,161.0,,0.0,39.2814,-76.6111,6.1,BaltimoreWashington
USC00308386,2015-02-24,-133.0,-200.0,,8.0,43.0344,-76.1344,173.4,Syracuse
US1ILCK0036,2018-07-14,,,,10.0,41.886,-87.621,191.1,Chicago
US1KSBU0024,2015-06-05,,,,79.0,37.9856,-97.0347,406.3,Plains
US1AZMR0410,2018-08-09,,,,89.0,33.4761,-112.0797,333.5,PhoenixTucson
US1TXHRR165,2015-05-27,,,,140.0,29.7858,-95.3735,14.3,Houston
US1TXDA0053,2016-01-07,,,,295.0,32.8152,-96.8035,150.0,DallasFtWorth
US1CASD0140,2017-02-16,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1TXDA0053,2016-02-19,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1ILCK0036,2018-08-09,,,,0.0,41.886,-87.621,191.1,Chicago
US1MIKN0032,2015-09-29,,,,0.0,42.9919,-85.6944,194.2,GrandRapids
US1GAFT0046,2017-07-11,,,,0.0,33.7447,-84.373,317.0,Atlanta
US1IDAD0009,2015-07-11,,,,0.0,43.6323,-116.2045,827.8,Boise
US1CODN0235,2016-02-13,,,,0.0,39.733,-104.9857,1608.1,Denver
USC00097777,2015-12-20,117.0,-22.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00366886,2016-03-19,178.0,89.0,,0.0,39.9586,-75.1728,18.3,Philadelphia
USC00154955,2015-08-26,272.0,150.0,,0.0,38.2778,-85.7917,134.1,Louisville
USC00097777,2018-07-25,300.0,200.0,,0.0,32.9744,-82.8045,137.5,Southeast
USC00237452,2016-02-25,44.0,6.0,,3.0,38.6308,-90.2708,157.0,StLouis
US1MASF0001,2017-12-01,,,,15.0,42.357,-71.0671,13.1,Boston
US1TXHRR165,2016-03-31,,,,18.0,29.7858,-95.3735,14.3,Houston
US1MIMY0003,2018-11-08,,,,25.0,45.0158,-84.0224,267.0,GreatLakes
USC00154955,2015-07-15,339.0,217.0,,33.0,38.2778,-85.7917,134.1,Louisville
USC00141673,2018-10-25,183.0,67.0,,56.0,37.0614,-95.6356,224.6,TotalUS
US1NYER0093,2016-09-01,,,,119.0,42.889,-78.8901,178.0,BuffaloRochester
USC00237452,2018-05-20,278.0,189.0,,254.0,38.6308,-90.2708,157.0,StLouis
US1INMR0134,2016-07-14,,,,274.0,39.7574,-86.1404,223.4,Indianapolis
USC00347003,2015-05-24,,,,511.0,35.9742,-97.0269,271.9,SouthCentral
US1MASF0001,2015-01-15,,,,,42.357,-71.0671,13.1,Boston
US1NYKN0025,2018-02-10,,,,0.0,40.6846,-73.9867,5.5,NewYork
US1TXHRR165,2015-11-27,,,,0.0,29.7858,-95.3735,14.3,Houston
US1CASD0140,2018-01-18,,,,0.0,32.7221,-117.1327,67.1,SanDiego
US1TXDA0053,2016-06-09,,,,0.0,32.8152,-96.8035,150.0,DallasFtWorth
US1KYKN0001,2017-06-09,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1KYKN0001,2017-06-28,,,,0.0,39.0771,-84.5247,164.9,CincinnatiDayton
US1CODN0235,2016-03-17,,,,0.0,39.733,-104.9857,1608.1,Denver
USC00141673,2017-11-27,200.0,0.0,,0.0,37.0614,-95.6356,224.6,TotalUS
USC00356749,2018-12-25,61.0,33.0,,0.0,45.5181,-122.6894,48.5,Portland
